id,gender,role,language_english,duration_in_days,publications,organic_tweets,follower_global,followees_global,follower_researcher,follower_researcher_phd,follower_researcher_prof,follower_researcher_male,follower_researcher_female,follower_researcher_male_phd,follower_researcher_male_prof,follower_researcher_female_phd,follower_researcher_female_prof,follower_reciprocal_researcher,follower_reciprocal_researcher_phd,follower_reciprocal_researcher_prof,follower_reciprocal_researcher_male,follower_reciprocal_researcher_female,follower_reciprocal_researcher_male_phd,follower_reciprocal_researcher_male_prof,follower_reciprocal_researcher_female_phd,follower_reciprocal_researcher_female_prof,location_exists,has_url,url_has_tilde,url_has_academic_domain,has_description,description_has_pattern,language,default_profile_image,nof_tweets,nof_followers,nof_friends,friend_follower_ratio,nof_self_tweets,nof_retweets,retweet_tweet_ratio,nof_tweets_with_url,fraction_of_tweets_with_url,nof_conf_hashtags,nof_distinct_hashtags,nof_overall_hashtags,fraction_of_distinct_hashtags,nof_conf_mentions
269477544,NA    ,NA       ,0,1017,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,0,2,3,1.4925,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
269659397,NA    ,NA       ,1,1016,12,3,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,27,20,21,1.0495,27,0,0,23,0.8519,1,4,6,0.6667,0
269696571,female,NA       ,1,1016,31,0,14,30,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,48,14,30,2.1413,33,15,0.3125,33,0.6875,5,4,5,0.8,0
269846882,NA    ,NA       ,1,1016,4,2369,91,201,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,6292,91,201,2.2085,2966,233,0.0728,393,0.1229,24,87,273,0.3187,1
269916713,NA    ,professor,1,1016,15,85,183,133,21,3,1,17,0,3,1,0,0,13,1,1,10,0,1,1,0,0,True ,True ,True ,FALSE,True ,True ,True ,FALSE,177,183,133,0.7267,144,40,0.2174,78,0.4239,12,39,42,0.9286,0
270136320,male  ,NA       ,1,1015,21,161,182,261,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1156,182,261,1.434,1124,38,0.0327,436,0.3752,76,295,438,0.6735,0
270301439,NA    ,NA       ,1,1015,76,15,128,76,10,1,4,8,1,0,3,0,1,2,0,1,2,0,0,1,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,149,128,76,0.5937,113,36,0.2416,40,0.2685,3,21,29,0.7241,2
270362385,NA    ,NA       ,0,1015,165,4,21,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,21,212,10.0904,5,0,0,5,1,0,0,0,0,0
270369681,male  ,NA       ,1,1015,7,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,12,20,12,0.5997,12,0,0,0,0,0,0,0,0,0
270379345,NA    ,NA       ,0,1015,1,0,319,61,14,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,1837,319,61,0.1912,1348,458,0.2536,330,0.1827,0,33,52,0.6346,0
270394630,NA    ,NA       ,0,1015,2,45,14,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,152,14,30,2.1413,140,12,0.0789,19,0.125,0,0,0,0,0
270427931,NA    ,phd      ,1,1015,8,0,10,20,2,1,0,1,1,1,0,0,0,2,1,0,1,1,1,0,0,0,True ,True ,True ,FALSE,True ,True ,True ,FALSE,0,10,20,1.998,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
270565527,NA    ,professor,1,1015,52,4,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,8,7,26,3.709,8,0,0,5,0.625,0,1,1,1,0
270659441,NA    ,NA       ,1,1014,2,108,275,260,6,0,0,3,1,0,0,0,0,3,0,0,2,1,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,3909,275,260,0.9454,860,2325,0.73,2113,0.6634,730,1229,2010,0.6114,23
270780086,NA    ,NA       ,1,1014,30,488,906,741,2,0,2,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,4172,906,741,0.8179,2723,474,0.1483,1098,0.3434,190,279,697,0.4003,0
270816968,male  ,professor,1,1014,5,4,177,110,30,5,8,13,11,3,4,2,3,18,0,8,8,8,0,4,0,3,FALSE,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,42,177,110,0.6214,39,3,0.0714,28,0.6667,6,20,26,0.7692,0
270975987,female,professor,1,1014,20,12,83,84,35,9,4,16,7,5,1,2,1,24,7,1,12,6,4,0,2,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,81,83,84,1.0119,61,20,0.2469,19,0.2346,0,10,22,0.4545,1
270995992,female,phd      ,0,1014,6,27,66,134,24,10,3,16,3,7,1,2,1,20,8,3,13,3,6,1,2,1,FALSE,True ,FALSE,FALSE,True ,True ,FALSE,FALSE,132,66,134,2.03,76,55,0.4198,50,0.3817,13,35,42,0.8333,2
271025251,NA    ,NA       ,1,1014,1,0,46,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,1,46,156,3.3906,1,0,0,1,1,0,0,0,0,0
271098761,NA    ,NA       ,1,1014,15,7,32,62,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,107,32,62,1.9369,27,80,0.7477,68,0.6355,5,17,22,0.7727,3
271593296,male  ,NA       ,0,1013,14,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,1,4,9,2.2444,1,0,0,0,0,0,0,0,0,0
271791365,NA    ,NA       ,1,1012,1,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,9,3,16,5.3156,9,0,0,1,0.1111,0,0,0,0,0
271812374,NA    ,NA       ,1,1012,103,0,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,6,9,47,5.2164,2,4,0.6667,2,0.3333,0,0,0,0,0
271887936,male  ,NA       ,0,1012,564,0,150,185,7,0,2,4,1,0,1,0,0,3,0,1,3,0,0,1,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,150,185,1.2333,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
271930287,female,NA       ,0,1012,14,1556,1286,1571,38,7,5,17,8,3,2,2,0,32,5,4,14,7,2,1,2,0,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,24980,1286,1571,1.2216,2623,563,0.1767,1237,0.3883,437,321,1019,0.315,5
271945145,NA    ,professor,1,1012,29,3,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,8,26,21,0.8074,6,2,0.25,4,0.5,0,0,0,0,0
271965688,male  ,NA       ,1,1012,10,155,3927,553,77,4,1,53,0,2,1,0,0,20,0,1,18,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1084,3927,553,0.1408,630,457,0.4204,538,0.4949,58,121,217,0.5576,5
272038154,NA    ,NA       ,1,1012,2,9,42,79,4,1,1,0,1,0,0,0,0,4,1,1,0,1,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,55,42,79,1.8805,52,2,0.037,2,0.037,0,0,0,0,0
272048750,male  ,professor,0,1012,91,301,143,152,15,3,5,9,2,1,3,2,0,12,3,5,7,2,1,3,2,0,True ,True ,FALSE,FALSE,True ,True ,FALSE,FALSE,978,143,152,1.0629,576,394,0.4062,459,0.4732,74,294,405,0.7259,8
272222614,NA    ,phd      ,1,1011,3,6,66,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,True ,True ,True ,True ,FALSE,34,66,155,2.3481,33,1,0.0294,1,0.0294,0,0,0,0,0
272224268,NA    ,NA       ,1,1011,2,2,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,2,5,47,9.3812,2,0,0,0,0,0,0,0,0,0
272508370,male  ,NA       ,1,1011,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,10,10,0.999,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
272637265,male  ,NA       ,0,1011,20,1053,229,390,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5525,229,390,1.703,1698,1479,0.4655,1024,0.3223,1409,609,2402,0.2535,5
272720138,male  ,phd      ,1,1010,6,18,112,93,30,14,3,20,6,9,2,4,0,25,11,3,19,3,9,2,1,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,368,112,93,0.8303,324,44,0.1196,54,0.1467,168,52,241,0.2158,3
272837731,male  ,NA       ,1,1010,2,8,22,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,279,22,151,6.8605,134,143,0.5162,78,0.2816,8,63,104,0.6058,1
272875057,NA    ,NA       ,1,1010,2,2,33,146,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,True ,203,33,146,4.4229,159,43,0.2129,9,0.0446,3,58,62,0.9355,1
272916861,NA    ,NA       ,0,1010,18,1133,1385,1220,18,3,3,3,1,1,2,0,0,16,3,2,2,1,1,1,0,0,True ,True ,FALSE,True ,True ,FALSE,FALSE,FALSE,27426,1385,1220,0.8809,2912,257,0.0811,349,0.1101,2,47,55,0.8545,0
272951517,NA    ,NA       ,1,1010,14,0,13,27,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,4,13,27,2.0753,2,2,0.5,2,0.5,0,0,0,0,0
273047794,male  ,NA       ,1,1010,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,0,0,12,1200,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
273154549,NA    ,NA       ,1,1010,2,0,106,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,16,106,222,2.0941,16,0,0,12,0.75,0,0,0,0,0
273517228,NA    ,NA       ,1,1009,2,0,26,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,14,26,103,3.96,13,1,0.0714,9,0.6429,3,4,4,1,0
273561140,male  ,NA       ,1,1009,17,0,7,53,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,2,7,53,7.5606,2,0,0,1,0.5,0,1,1,1,0
273896851,NA    ,NA       ,1,1008,45,1,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,6,5,58,11.5768,5,1,0.1667,1,0.1667,0,0,0,0,0
274186593,male  ,NA       ,1,1008,34,183,184,328,17,2,2,9,1,0,1,0,0,14,2,1,6,1,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2220,184,328,1.7825,2088,128,0.0578,1064,0.4801,135,276,610,0.4525,9
274188487,female,NA       ,1,1008,4,21,220,158,45,7,13,19,12,3,3,1,4,32,2,12,10,11,1,3,0,4,FALSE,True ,True ,True ,True ,True ,True ,FALSE,100,220,158,0.7181,87,13,0.13,57,0.57,6,17,20,0.85,1
274481794,male  ,NA       ,1,1007,9,0,19,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,12,19,44,2.3146,6,6,0.5,7,0.5833,2,4,5,0.8,0
274650702,NA    ,NA       ,1,1007,5,5,209,114,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,595,209,114,0.5454,575,20,0.0336,452,0.7597,3,16,24,0.6667,0
274921627,male  ,NA       ,1,1006,2,10,61,88,7,1,1,5,2,0,1,1,0,6,1,1,4,2,0,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,192,61,88,1.4424,120,72,0.375,20,0.1042,11,70,91,0.7692,0
274930659,NA    ,NA       ,1,1006,7,3,34,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,166,34,85,2.4993,19,145,0.8841,72,0.439,13,40,41,0.9756,1
274964037,NA    ,NA       ,1,1006,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,0,3,300,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
275010195,NA    ,NA       ,1,1006,10,75,50,152,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,495,50,152,3.0394,416,75,0.1527,224,0.4562,16,101,141,0.7163,3
275414433,NA    ,NA       ,1,1005,168,0,63,71,12,1,3,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2,63,71,1.1268,2,0,0,0,0,0,0,0,0,0
275451735,male  ,NA       ,0,1005,1,39,46,133,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,744,46,133,2.8907,194,537,0.7346,373,0.5103,82,121,217,0.5576,2
275974449,male  ,phd      ,1,1004,1,3,20,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,17,20,98,4.8976,17,0,0,9,0.5294,13,16,18,0.8889,0
276277029,NA    ,NA       ,1,1003,57,0,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,0,28,76,2.7133,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
276494400,NA    ,NA       ,1,1003,24,2,107,89,18,5,7,6,1,2,2,0,0,13,1,6,5,1,1,2,0,0,True ,True ,True ,True ,FALSE,FALSE,True ,FALSE,63,107,89,0.8317,37,25,0.4032,36,0.5806,2,9,11,0.8182,1
276650614,male  ,NA       ,1,1003,2,9,14,41,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,222,14,41,2.9265,192,32,0.1429,19,0.0848,3,14,16,0.875,1
276815745,male  ,NA       ,1,1002,2,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,4,6,39,6.4892,4,0,0,4,1,1,1,1,1,0
276895537,NA    ,NA       ,1,1002,33,100,1436,31,41,9,2,24,4,4,2,2,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,363,1436,31,0.0216,361,3,0.0082,333,0.9148,1,4,6,0.6667,1
276996106,male  ,NA       ,1,1002,1,0,10,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,6,10,130,12.987,5,1,0.1667,6,1,1,2,2,1,1
277193906,male  ,NA       ,0,1002,2,20,62,166,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,61,62,166,2.677,28,34,0.5484,34,0.5484,2,30,36,0.8333,0
277202368,male  ,phd      ,1,1002,1,7,181,123,6,2,1,3,0,1,1,0,0,5,2,1,2,0,1,1,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,491,181,123,0.6795,447,41,0.084,74,0.1516,1,18,25,0.72,2
277340181,male  ,NA       ,1,1001,2,112,694,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,67805,694,1709,2.4625,3180,21,0.0066,3180,0.9934,0,12,16,0.75,0
277364797,male  ,NA       ,1,1001,14,1,41,113,15,2,0,8,2,1,0,0,0,15,2,0,8,2,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,4,41,113,2.7554,1,2,0.6667,1,0.3333,2,3,3,1,0
277401500,male  ,NA       ,1,1001,1,544,1315,231,21,3,1,13,2,0,0,1,0,9,0,1,7,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,3040,1315,231,0.1757,2558,478,0.1574,871,0.2869,622,490,1473,0.3327,7
277503171,male  ,NA       ,1,1001,10,36,50,63,13,1,1,9,3,1,1,0,0,13,1,1,9,3,1,1,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,230,50,63,1.2597,196,33,0.1441,66,0.2882,9,27,53,0.5094,2
277515717,NA    ,NA       ,1,1001,5,1,23,31,3,0,1,1,2,0,1,0,0,2,0,1,1,1,0,1,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,34,23,31,1.3472,32,2,0.0588,3,0.0882,0,9,9,1,0
277735240,NA    ,NA       ,1,1001,2,1122,2664,703,20,3,1,13,0,1,1,0,0,13,2,1,10,0,1,1,0,0,FALSE,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,5133,2664,703,0.2639,2671,513,0.1611,1901,0.597,1321,732,2502,0.2926,7
277894855,female,NA       ,1,1000,8,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,2,9,4.4776,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
277900659,NA    ,NA       ,1,1000,1,1803,341,205,3,1,0,2,0,1,0,0,0,3,1,0,2,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,8313,341,205,0.6012,2933,265,0.0829,382,0.1194,96,298,543,0.5488,3
277945519,female,NA       ,1,1000,46,83,232,314,33,3,8,19,6,2,5,0,1,33,3,8,19,6,2,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,226,232,314,1.3534,198,32,0.1391,28,0.1217,33,46,156,0.2949,1
277998547,NA    ,NA       ,0,1000,13,1367,576,343,27,3,4,0,0,0,0,0,0,21,3,4,0,0,0,0,0,0,True ,True ,FALSE,True ,True ,FALSE,FALSE,FALSE,2786,576,343,0.5955,2425,341,0.1233,352,0.1273,3,69,73,0.9452,1
278149083,NA    ,phd      ,1,1000,2,35,50,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,657,50,185,3.6993,214,431,0.6682,213,0.3302,36,146,217,0.6728,4
278239831,NA    ,NA       ,1,1000,3,0,27,84,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,8,27,84,3.11,4,4,0.5,2,0.25,2,3,3,1,1
278661116,male  ,phd      ,1,999,6,90,172,249,11,2,1,7,2,0,0,2,0,7,0,1,6,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,505,172,249,1.4476,224,279,0.5547,265,0.5268,102,140,291,0.4811,6
278730424,NA    ,NA       ,1,999,1,31,54,57,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,172,54,57,1.0554,59,119,0.6685,100,0.5618,70,71,149,0.4765,2
278818121,male  ,NA       ,1,998,1,884,130,252,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2209,130,252,1.9383,1495,693,0.3167,379,0.1732,186,821,1189,0.6905,1
278862518,male  ,NA       ,0,998,9,10,61,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,54,61,34,0.5573,51,3,0.0556,11,0.2037,0,5,5,1,0
278905125,female,NA       ,1,998,17,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,2,5,38,7.5848,1,1,0.5,1,0.5,0,0,0,0,0
278930750,male  ,NA       ,1,998,4,634,1919,317,18,2,4,13,1,2,3,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,18231,1919,317,0.1652,2457,735,0.2303,772,0.2419,339,266,624,0.4263,5
279005233,male  ,phd      ,1,998,1,9,68,126,9,1,0,4,3,1,0,0,0,8,1,0,4,2,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,60,68,126,1.8527,56,5,0.082,32,0.5246,23,51,59,0.8644,0
279229888,male  ,NA       ,1,998,5,30,84,573,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,659,84,573,6.8206,654,5,0.0076,572,0.868,2,25,42,0.5952,2
279503171,male  ,NA       ,1,997,1,1,26,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1,26,171,6.5744,1,0,0,1,1,0,0,0,0,0
279610227,NA    ,NA       ,1,997,18,16,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,52,14,47,3.3547,45,7,0.1346,41,0.7885,3,6,9,0.6667,1
279688382,male  ,NA       ,1,997,2,6,57,151,11,5,1,4,1,2,0,1,0,11,5,1,4,1,2,0,1,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,21,57,151,2.6487,8,13,0.619,16,0.7619,1,4,6,0.6667,0
279813394,female,NA       ,1,996,3,10,35,22,4,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,55,35,22,0.6284,50,5,0.0909,11,0.2,1,10,13,0.7692,1
279835572,NA    ,NA       ,0,996,39,1,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,16,12,0.7495,3,1,0.25,3,0.75,0,0,0,0,0
279889757,NA    ,NA       ,0,996,4,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,FALSE,FALSE,5,3,53,17.608,2,3,0.6,1,0.2,0,0,0,0,0
280233872,male  ,NA       ,1,996,82,1,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,True ,FALSE,FALSE,FALSE,True ,FALSE,23,25,40,1.5994,22,1,0.0435,7,0.3043,4,5,5,1,0
280344577,male  ,NA       ,1,995,1,297,157,540,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1063,157,540,3.4393,941,124,0.1164,315,0.2958,59,503,603,0.8342,2
280411359,NA    ,NA       ,1,995,10,1,31,61,4,1,2,3,0,1,2,0,0,3,0,2,2,0,0,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,24,31,61,1.9671,13,11,0.4583,17,0.7083,3,7,8,0.875,1
280433111,NA    ,NA       ,0,995,8,12,50,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,171,50,143,2.8594,124,48,0.2791,115,0.6686,6,50,75,0.6667,1
280770767,NA    ,phd      ,0,994,11,229,143,157,4,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,FALSE,True ,True ,True ,True ,True ,FALSE,FALSE,3194,143,157,1.0978,2924,250,0.0788,263,0.0829,7,46,103,0.4466,1
280911895,NA    ,NA       ,1,994,30,0,10,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,17,10,6,0.5994,17,0,0,7,0.4118,11,7,22,0.3182,0
280915877,male  ,NA       ,1,994,5,0,47,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,35,47,31,0.6594,13,22,0.6286,25,0.7143,34,16,97,0.1649,0
280935274,male  ,NA       ,1,994,3,9,196,325,6,1,0,3,2,0,0,0,0,5,1,0,2,2,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,462,196,325,1.6581,222,241,0.5205,182,0.3931,80,173,331,0.5227,5
281306808,male  ,NA       ,1,993,1,5,23,65,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,16,23,65,2.8249,11,5,0.3125,2,0.125,0,1,1,1,0
281357892,NA    ,NA       ,1,993,8,0,33,36,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,52,33,36,1.0906,41,11,0.2115,5,0.0962,2,3,3,1,0
281431074,female,NA       ,1,993,18,14,75,89,26,2,3,15,5,0,2,1,0,17,1,2,9,3,0,1,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,57,75,89,1.1865,27,30,0.5263,35,0.614,1,3,3,1,3
